tag,count,zh_name,confidence,note
floating_scarf,1218,漂浮围巾,medium,自动拆词组合，建议校对语序
mole_on_cheek,1216,痣在脸颊,medium,自动拆词组合，建议校对语序
crotch_cutout,1216,crotch开洞,medium,自动拆词；需校对未知片段: crotch
low-tied_sidelocks,1215,低tiedsidelocks,low,"自动拆词；需校对未知片段: tied, sidelocks"
sheikah,1215,sheikah,low,自动拆词；需校对未知片段: sheikah
single_epaulette,1215,单个epaulette,medium,自动拆词；需校对未知片段: epaulette
heart_facial_mark,1214,心形面部标记,medium,自动拆词组合，建议校对语序
cropped_sweater,1213,短款毛衣,medium,自动拆词组合，建议校对语序
human_scabbard,1213,humanscabbard,low,"自动拆词；需校对未知片段: human, scabbard"
pikmin_(creature),1212,pikmin（creature）,low,自动拆词；需校对未知片段: pikmin
weasel_ears,1212,weasel耳朵,medium,自动拆词；需校对未知片段: weasel
livestream,1211,livestream,low,自动拆词；需校对未知片段: livestream
napkin,1210,napkin,low,自动拆词；需校对未知片段: napkin
wrist_bow,1210,手腕蝴蝶结,medium,自动拆词组合，建议校对语序
grey_wings,1209,灰色翅膀,medium,自动拆词组合，建议校对语序
pizza_slice,1209,pizzaslice,low,"自动拆词；需校对未知片段: pizza, slice"
under_tree,1207,下树,medium,自动拆词组合，建议校对语序
brown_sleeves,1207,棕色袖子,medium,自动拆词组合，建议校对语序
wall_clock,1205,墙时钟,medium,自动拆词组合，建议校对语序
undead,1205,undead,low,自动拆词；需校对未知片段: undead
swimsuit_cover-up,1205,泳装覆盖变大,medium,自动拆词组合，建议校对语序
green_fur,1204,绿色毛皮,medium,自动拆词组合，建议校对语序
kissing_hand,1203,亲吻手,medium,自动拆词组合，建议校对语序
energy_drink,1203,能量饮料,medium,自动拆词组合，建议校对语序
white_hood,1202,白色兜帽,medium,自动拆词组合，建议校对语序
brown_choker,1202,棕色项圈,medium,自动拆词组合，建议校对语序
tracen_swimsuit,1202,tracen泳装,medium,自动拆词；需校对未知片段: tracen
pink_sky,1201,粉色天空,medium,自动拆词组合，建议校对语序
uncommon_stimulation,1198,uncommonstimulation,low,"自动拆词；需校对未知片段: uncommon, stimulation"
rectangular_mouth,1197,rectangular嘴,medium,自动拆词；需校对未知片段: rectangular
gladiator_sandals,1197,gladiatorsandals,low,"自动拆词；需校对未知片段: gladiator, sandals"
mole_on_stomach,1196,痣在stomach,medium,自动拆词；需校对未知片段: stomach
pursed_lips,1195,pursed嘴唇,medium,自动拆词；需校对未知片段: pursed
nata_(tool),1195,nata（tool）,low,自动拆词；需校对未知片段: nata
red_tank_top,1195,红色坦克上装,medium,自动拆词组合，建议校对语序
blue_tunic,1195,蓝色tunic,medium,自动拆词；需校对未知片段: tunic
print_shorts,1193,印花短裤,medium,自动拆词组合，建议校对语序
deer_girl,1189,鹿女孩,medium,自动拆词组合，建议校对语序
single_wrist_cuff,1188,单个手腕cuff,medium,自动拆词；需校对未知片段: cuff
kepi,1188,kepi,low,自动拆词；需校对未知片段: kepi
barbed_wire,1187,barbedwire,low,"自动拆词；需校对未知片段: barbed, wire"
white_headdress,1187,白色headdress,medium,自动拆词；需校对未知片段: headdress
hand_to_head,1187,手头,medium,自动拆词组合，建议校对语序
wet_dress,1186,湿连衣裙,medium,自动拆词组合，建议校对语序
jujutsu_tech_uniform,1185,jujutsutech制服,low,"自动拆词；需校对未知片段: jujutsu, tech"
cum_on_pectorals,1183,精液在胸肌,medium,自动拆词组合，建议校对语序
cursive,1181,cursive,low,自动拆词；需校对未知片段: cursive
orange_sleeves,1181,橙色袖子,medium,自动拆词组合，建议校对语序
brown_collar,1181,棕色衣领,medium,自动拆词组合，建议校对语序
two-tone_cape,1181,两个tone披肩,medium,自动拆词；需校对未知片段: tone
rising_sun_flag,1180,risingsun旗帜,low,"自动拆词；需校对未知片段: rising, sun"
hooded_bodysuit,1180,带兜帽紧身衣,medium,自动拆词组合，建议校对语序
red_mask,1179,红色面具,medium,自动拆词组合，建议校对语序
galaxy_expedition_team_survey_corps_uniform,1179,galaxyexpeditionteamsurveycorps制服,low,"自动拆词；需校对未知片段: galaxy, expedition, team, survey, corps"
child's_drawing,1176,child'sdrawing,low,"自动拆词；需校对未知片段: child's, drawing"
floating_cape,1176,漂浮披肩,medium,自动拆词组合，建议校对语序
body_armor,1176,身体盔甲,medium,自动拆词组合，建议校对语序
red_mittens,1175,红色mittens,medium,自动拆词；需校对未知片段: mittens
green_tail,1172,绿色尾巴,medium,自动拆词组合，建议校对语序
purple_sash,1172,紫色腰带,medium,自动拆词组合，建议校对语序
satin,1172,satin,low,自动拆词；需校对未知片段: satin
alice_(alice_in_wonderland)_(cosplay),1172,alice(alice在wonderland)（cosplay）,low,"自动拆词；需校对未知片段: alice, (alice, wonderland)"
cat_ear_legwear,1172,猫耳朵腿部穿着,medium,自动拆词组合，建议校对语序
squinting,1171,squinting,low,自动拆词；需校对未知片段: squinting
white_mittens,1169,白色mittens,medium,自动拆词；需校对未知片段: mittens
knotted_penis,1168,knotted阴茎,medium,自动拆词；需校对未知片段: knotted
blind,1168,blind,low,自动拆词；需校对未知片段: blind
grey_cape,1168,灰色披肩,medium,自动拆词组合，建议校对语序
frilled_sailor_collar,1168,荷叶边水手衣领,medium,自动拆词组合，建议校对语序
side_slit_shorts,1166,侧边slit短裤,medium,自动拆词；需校对未知片段: slit
wing_ornament,1166,翅膀饰品,medium,自动拆词组合，建议校对语序
mash_kyrielight_(dangerous_beast)_(cosplay),1166,mashkyrielight(dangerousbeast)（cosplay）,low,"自动拆词；需校对未知片段: mash, kyrielight, (dangerous, beast)"
head_on_hand,1165,头在手,medium,自动拆词组合，建议校对语序
duel_academy_uniform_(yu-gi-oh!_gx),1165,duel学园制服（yu-gi-oh!_gx）,medium,自动拆词；需校对未知片段: duel
race_vehicle,1165,比赛vehicle,medium,自动拆词；需校对未知片段: vehicle
pants_tucked_in,1165,裤子塞入在,medium,自动拆词组合，建议校对语序
condom_belt,1165,condom腰带,medium,自动拆词；需校对未知片段: condom
mismatched_eyebrows,1164,不匹配眉毛,medium,自动拆词组合，建议校对语序
patterned,1164,patterned,low,自动拆词；需校对未知片段: patterned
bullet_hole,1164,bullethole,low,"自动拆词；需校对未知片段: bullet, hole"
ice_skates,1164,iceskates,low,"自动拆词；需校对未知片段: ice, skates"
cross_choker,1164,十字项圈,medium,自动拆词组合，建议校对语序
black_sweater_vest,1164,黑色毛衣背心,medium,自动拆词组合，建议校对语序
arms_around_waist,1163,手臂围绕腰,medium,自动拆词组合，建议校对语序
pickaxe,1162,pickaxe,low,自动拆词；需校对未知片段: pickaxe
dumpling,1162,dumpling,low,自动拆词；需校对未知片段: dumpling
possessed,1161,possessed,low,自动拆词；需校对未知片段: possessed
rider_belt,1161,rider腰带,medium,自动拆词；需校对未知片段: rider
broken_heart,1160,破损心形,medium,自动拆词组合，建议校对语序
girthy_penis,1158,girthy阴茎,medium,自动拆词；需校对未知片段: girthy
yellow_socks,1156,黄色袜子,medium,自动拆词组合，建议校对语序
alternate_muscle_size,1156,替换musclesize,low,"自动拆词；需校对未知片段: muscle, size"
uva_academy_school_uniform,1156,uva学园学校制服,medium,自动拆词；需校对未知片段: uva
fold-over_boots,1155,fold覆在boots,low,"自动拆词；需校对未知片段: fold, boots"
leg_wrap,1154,腿wrap,medium,自动拆词；需校对未知片段: wrap
mochi_trail,1150,mochitrail,low,"自动拆词；需校对未知片段: mochi, trail"
gills,1149,gills,low,自动拆词；需校对未知片段: gills
sleeve_ribbon,1149,袖子丝带,medium,自动拆词组合，建议校对语序
gerudo,1149,gerudo,low,自动拆词；需校对未知片段: gerudo
blood_on_arm,1149,血在手臂,medium,自动拆词组合，建议校对语序
tied_jacket,1149,tied夹克,medium,自动拆词；需校对未知片段: tied
breastfeeding,1148,breastfeeding,low,自动拆词；需校对未知片段: breastfeeding
cum_in_nose,1147,精液在鼻子,medium,自动拆词组合，建议校对语序
blue_tank_top,1147,蓝色坦克上装,medium,自动拆词组合，建议校对语序
two-sided_dress,1147,两个双面连衣裙,medium,自动拆词组合，建议校对语序
holding_beachball,1146,拿着beachball,medium,自动拆词；需校对未知片段: beachball
checkered_flag,1146,棋盘格旗帜,medium,自动拆词组合，建议校对语序
ojou-sama_pose,1145,大小姐大人姿势,medium,自动拆词组合，建议校对语序
jockstrap,1145,jockstrap,low,自动拆词；需校对未知片段: jockstrap
multiple_weapons,1144,多个weapons,medium,自动拆词；需校对未知片段: weapons
astronaut,1143,astronaut,low,自动拆词；需校对未知片段: astronaut
struggling,1143,struggling,low,自动拆词；需校对未知片段: struggling
wooden_chair,1142,wooden椅子,medium,自动拆词；需校对未知片段: wooden
elbows_on_table,1141,elbows在桌子,medium,自动拆词；需校对未知片段: elbows
yuigaoka_school_uniform,1141,yuigaoka学校制服,medium,自动拆词；需校对未知片段: yuigaoka
robot_animal,1139,机器人动物,medium,自动拆词组合，建议校对语序
tight_dress,1138,紧身连衣裙,medium,自动拆词组合，建议校对语序
no_jacket,1137,无夹克,medium,自动拆词组合，建议校对语序
holding_jewelry,1136,拿着饰品,medium,自动拆词组合，建议校对语序
condom_box,1135,condom盒子,medium,自动拆词；需校对未知片段: condom
frilled_camisole,1135,荷叶边吊带背心,medium,自动拆词组合，建议校对语序
unworn_coat,1134,未穿戴外套,medium,自动拆词组合，建议校对语序
toe_ring,1133,toe泳圈,medium,自动拆词；需校对未知片段: toe
see-through_jacket,1133,透视夹克,medium,自动拆词组合，建议校对语序
pink_cape,1133,粉色披肩,medium,自动拆词组合，建议校对语序
horn_ring,1132,horn泳圈,medium,自动拆词；需校对未知片段: horn
stuffed_winged_unicorn,1132,填充wingedunicorn,low,"自动拆词；需校对未知片段: winged, unicorn"
unworn_backpack,1131,未穿戴backpack,medium,自动拆词；需校对未知片段: backpack
ancient_greek_clothes,1131,ancientgreek服装,low,"自动拆词；需校对未知片段: ancient, greek"
hedgehog_ears,1131,hedgehog耳朵,medium,自动拆词；需校对未知片段: hedgehog
holding_megaphone,1130,拿着megaphone,medium,自动拆词；需校对未知片段: megaphone
string_bra,1130,stringbra,low,"自动拆词；需校对未知片段: string, bra"
huge_testicles,1128,巨大testicles,medium,自动拆词；需校对未知片段: testicles
flower_on_head,1126,花在头,medium,自动拆词组合，建议校对语序
papers,1126,papers,low,自动拆词；需校对未知片段: papers
pigeon,1126,pigeon,low,自动拆词；需校对未知片段: pigeon
unworn_dress,1125,未穿戴连衣裙,medium,自动拆词组合，建议校对语序
vibrator_on_nipple,1123,vibrator在乳头,medium,自动拆词；需校对未知片段: vibrator
holding_letter,1123,拿着letter,medium,自动拆词；需校对未知片段: letter
hand_on_forehead,1122,手在额头,medium,自动拆词组合，建议校对语序
open_bodysuit,1120,打开紧身衣,medium,自动拆词组合，建议校对语序
holding_behind_back,1120,拿着在后方背后,medium,自动拆词组合，建议校对语序
holding_chocolate,1120,拿着巧克力,medium,自动拆词组合，建议校对语序
cracked_wall,1120,cracked墙,medium,自动拆词；需校对未知片段: cracked
studded_bracelet,1120,studded手镯,medium,自动拆词；需校对未知片段: studded
animal_skull,1118,动物骷髅,medium,自动拆词组合，建议校对语序
aqua_gloves,1117,水色手套,medium,自动拆词组合，建议校对语序
pancake_stack,1116,pancakestack,low,"自动拆词；需校对未知片段: pancake, stack"
leash_pull,1114,牵绳拉,medium,自动拆词组合，建议校对语序
shuka_high_school_uniform,1114,shukahigh学校制服,low,"自动拆词；需校对未知片段: shuka, high"
buster_sword,1113,buster剑,medium,自动拆词；需校对未知片段: buster
multicolored_scarf,1113,多色围巾,medium,自动拆词组合，建议校对语序
hands_on_own_breasts,1112,双手在自己的乳房,medium,自动拆词组合，建议校对语序
tentacles_on_male,1112,tentacles在男性,medium,自动拆词；需校对未知片段: tentacles
shaking,1112,shaking,low,自动拆词；需校对未知片段: shaking
spray_can,1112,spray罐,medium,自动拆词；需校对未知片段: spray
levitation,1111,levitation,low,自动拆词；需校对未知片段: levitation
fish_boy,1111,鱼男孩,medium,自动拆词组合，建议校对语序
head_chain,1109,头链条,medium,自动拆词组合，建议校对语序
chicken_(food),1108,chicken（食物）,low,自动拆词；需校对未知片段: chicken
bud,1108,bud,low,自动拆词；需校对未知片段: bud
yellow_tank_top,1107,黄色坦克上装,medium,自动拆词组合，建议校对语序
polka_dot_skirt,1107,polka点裙子,medium,自动拆词；需校对未知片段: polka
orange_tail,1106,橙色尾巴,medium,自动拆词组合，建议校对语序
chalice,1106,chalice,low,自动拆词；需校对未知片段: chalice
adidas,1106,adidas,low,自动拆词；需校对未知片段: adidas
post-apocalypse,1105,postapocalypse,low,"自动拆词；需校对未知片段: post, apocalypse"
vertical-striped_jacket,1105,竖向条纹夹克,medium,自动拆词组合，建议校对语序
leather_pants,1103,leather裤子,medium,自动拆词；需校对未知片段: leather
hard_hat,1103,硬质帽子,medium,自动拆词组合，建议校对语序
electrical_outlet,1103,electricaloutlet,low,"自动拆词；需校对未知片段: electrical, outlet"
cardigan_around_waist,1103,开衫围绕腰,medium,自动拆词组合，建议校对语序
torn_bodystocking,1102,破损bodystocking,medium,自动拆词；需校对未知片段: bodystocking
\n/,1101,\n/,low,自动拆词；需校对未知片段: \n/
shoulder_cannon,1101,肩cannon,medium,自动拆词；需校对未知片段: cannon
lattice,1100,lattice,low,自动拆词；需校对未知片段: lattice
purple_ascot,1099,紫色领巾,medium,自动拆词组合，建议校对语序
twitter_strip_game_(meme),1099,twitterstrip游戏（meme）,low,"自动拆词；需校对未知片段: twitter, strip"
qr_code,1098,qrcode,low,"自动拆词；需校对未知片段: qr, code"
cross_pasties,1097,十字pasties,medium,自动拆词；需校对未知片段: pasties
clownfish,1096,clownfish,low,自动拆词；需校对未知片段: clownfish
holding_money,1094,拿着money,medium,自动拆词；需校对未知片段: money
two-tone_hoodie,1094,两个tone连帽衫,medium,自动拆词；需校对未知片段: tone
weightlifting,1093,weightlifting,low,自动拆词；需校对未知片段: weightlifting
green_sclera,1092,绿色巩膜,medium,自动拆词组合，建议校对语序
berry_(pokemon),1092,berry（pokemon）,low,自动拆词；需校对未知片段: berry
latex_legwear,1089,latex腿部穿着,medium,自动拆词；需校对未知片段: latex
grey_tank_top,1089,灰色坦克上装,medium,自动拆词组合，建议校对语序
hands_on_another's_hips,1089,双手在他人的臀部,medium,自动拆词组合，建议校对语序
christmas_present,1089,christmaspresent,low,"自动拆词；需校对未知片段: christmas, present"
sitting_on_rock,1088,坐着在rock,medium,自动拆词；需校对未知片段: rock
barefoot_sandals_(jewelry),1088,barefootsandals（饰品）,low,"自动拆词；需校对未知片段: barefoot, sandals"
breasts_on_table,1087,乳房在桌子,medium,自动拆词组合，建议校对语序
coconut,1087,coconut,low,自动拆词；需校对未知片段: coconut
brick_floor,1086,brick地板,medium,自动拆词；需校对未知片段: brick
ashford_academy_school_uniform,1086,ashford学园学校制服,medium,自动拆词；需校对未知片段: ashford
green_pantyhose,1086,绿色连裤袜,medium,自动拆词组合，建议校对语序
heart_maebari,1085,心形maebari,medium,自动拆词；需校对未知片段: maebari
male_maid,1084,男性女仆,medium,自动拆词组合，建议校对语序
oohashi_high_school_uniform,1084,oohashihigh学校制服,low,"自动拆词；需校对未知片段: oohashi, high"
fumo_(doll),1083,fumo（doll）,low,自动拆词；需校对未知片段: fumo
rough_sex,1083,rough性交,medium,自动拆词；需校对未知片段: rough
amplifier,1082,amplifier,low,自动拆词；需校对未知片段: amplifier
arm_cuffs,1082,手臂袖口,medium,自动拆词组合，建议校对语序
hair_on_horn,1081,头发在horn,medium,自动拆词；需校对未知片段: horn
floral_print_kimono,1080,floral印花和服,medium,自动拆词；需校对未知片段: floral
fake_nails,1080,假nails,medium,自动拆词；需校对未知片段: nails
pendulum,1080,pendulum,low,自动拆词；需校对未知片段: pendulum
between_toes,1079,之间toes,medium,自动拆词；需校对未知片段: toes
ribbon-trimmed_headwear,1078,丝带饰边头饰,medium,自动拆词组合，建议校对语序
multiple_heads,1078,多个heads,medium,自动拆词；需校对未知片段: heads
clown,1077,clown,low,自动拆词；需校对未知片段: clown
finger_heart,1077,手指心形,medium,自动拆词组合，建议校对语序
logo_parody,1076,标志parody,medium,自动拆词；需校对未知片段: parody
joestar_birthmark,1076,joestarbirthmark,low,"自动拆词；需校对未知片段: joestar, birthmark"
taimanin_suit,1075,taimanin套装,medium,自动拆词；需校对未知片段: taimanin
jaguar_print,1075,jaguar印花,medium,自动拆词；需校对未知片段: jaguar
adjusting_necktie,1074,adjusting领带,medium,自动拆词；需校对未知片段: adjusting
butter,1074,butter,low,自动拆词；需校对未知片段: butter
multi-strapped_panties,1073,multistrapped内裤,low,"自动拆词；需校对未知片段: multi, strapped"
on_motorcycle,1072,在motorcycle,medium,自动拆词；需校对未知片段: motorcycle
medallion,1072,medallion,low,自动拆词；需校对未知片段: medallion
pussy_juice_drip_through_clothes,1072,pussyjuicedrip视服装,low,"自动拆词；需校对未知片段: pussy, juice, drip"
holding_notebook,1072,拿着notebook,medium,自动拆词；需校对未知片段: notebook
ear_birthmark,1072,耳朵birthmark,medium,自动拆词；需校对未知片段: birthmark
pool_of_blood,1071,pool血,medium,自动拆词；需校对未知片段: pool
hololive_idol_uniform,1071,hololiveidol制服,low,"自动拆词；需校对未知片段: hololive, idol"
yellow_raincoat,1070,黄色raincoat,medium,自动拆词；需校对未知片段: raincoat
sleep_bubble,1070,sleepbubble,low,"自动拆词；需校对未知片段: sleep, bubble"
flower_over_eye,1069,花覆在眼,medium,自动拆词组合，建议校对语序
cardigan_vest,1068,开衫背心,medium,自动拆词组合，建议校对语序
bridal_legwear,1068,新娘腿部穿着,medium,自动拆词组合，建议校对语序
cartoon_bone,1068,cartoonbone,low,"自动拆词；需校对未知片段: cartoon, bone"
yellow-tinted_eyewear,1067,黄色染色眼镜,medium,自动拆词组合，建议校对语序
flaming_sword,1065,flaming剑,medium,自动拆词；需校对未知片段: flaming
opened_by_self,1065,opened被自己,medium,自动拆词；需校对未知片段: opened
bean_bag_chair,1064,bean包椅子,medium,自动拆词；需校对未知片段: bean
bunny_day,1064,兔女郎日,medium,自动拆词组合，建议校对语序
tongs,1063,tongs,low,自动拆词；需校对未知片段: tongs
usekh_collar,1063,usekh衣领,medium,自动拆词；需校对未知片段: usekh
cross-laced_sleeves,1062,十字蕾丝边袖子,medium,自动拆词组合，建议校对语序
warning_sign,1061,warningsign,low,"自动拆词；需校对未知片段: warning, sign"
green_tunic,1061,绿色tunic,medium,自动拆词；需校对未知片段: tunic
otter_ears,1060,otter耳朵,medium,自动拆词；需校对未知片段: otter
affectionate,1059,亲昵,medium,自动拆词组合，建议校对语序
pectoral_press,1059,胸肌press,medium,自动拆词；需校对未知片段: press
green_tank_top,1058,绿色坦克上装,medium,自动拆词组合，建议校对语序
windowsill,1058,windowsill,low,自动拆词；需校对未知片段: windowsill
beam_saber,1056,beamsaber,low,"自动拆词；需校对未知片段: beam, saber"
tail_around_own_leg,1056,尾巴围绕自己的腿,medium,自动拆词组合，建议校对语序
white_romper,1055,白色romper,medium,自动拆词；需校对未知片段: romper
strapless_one-piece_swimsuit,1054,strapless一个件泳装,medium,自动拆词；需校对未知片段: strapless
stalk_in_mouth,1054,stalk在嘴,medium,自动拆词；需校对未知片段: stalk
sitting_backwards,1053,坐着backwards,medium,自动拆词；需校对未知片段: backwards
implied_fellatio,1053,暗示口交,medium,自动拆词组合，建议校对语序
youtou_high_school_uniform,1053,youtouhigh学校制服,low,"自动拆词；需校对未知片段: youtou, high"
long_earlobes,1052,长earlobes,medium,自动拆词；需校对未知片段: earlobes
panzer_iv,1051,panzeriv,low,"自动拆词；需校对未知片段: panzer, iv"
baton_(conducting),1050,baton（conducting）,low,自动拆词；需校对未知片段: baton
sauna,1049,sauna,low,自动拆词；需校对未知片段: sauna
narration,1049,narration,low,自动拆词；需校对未知片段: narration
vietnamese_dress,1045,vietnamese连衣裙,medium,自动拆词；需校对未知片段: vietnamese
dashed_eyes,1045,dashed眼睛,medium,自动拆词；需校对未知片段: dashed
licking_armpit,1044,舔armpit,medium,自动拆词；需校对未知片段: armpit
hole,1044,hole,low,自动拆词；需校对未知片段: hole
low-braided_long_hair,1044,低braided长头发,medium,自动拆词；需校对未知片段: braided
long_neck,1043,长脖子,medium,自动拆词组合，建议校对语序
arm_above_head,1043,手臂上方头,medium,自动拆词组合，建议校对语序
linked_piercing,1043,linked穿孔,medium,自动拆词；需校对未知片段: linked
very_wide_shot,1043,非常wideshot,low,"自动拆词；需校对未知片段: wide, shot"
wheat,1042,wheat,low,自动拆词；需校对未知片段: wheat
dog_penis,1041,狗阴茎,medium,自动拆词组合，建议校对语序
hoodie_lift,1041,连帽衫掀起,medium,自动拆词组合，建议校对语序
bear_costume,1039,熊服装,medium,自动拆词组合，建议校对语序
snowflake_background,1039,snowflake背景,medium,自动拆词；需校对未知片段: snowflake
squeans,1039,squeans,low,自动拆词；需校对未知片段: squeans
grand_piano,1038,grand钢琴,medium,自动拆词；需校对未知片段: grand
green_belt,1038,绿色腰带,medium,自动拆词组合，建议校对语序
crotchless_pantyhose,1038,crotchless连裤袜,medium,自动拆词；需校对未知片段: crotchless
arms_between_legs,1037,手臂之间腿,medium,自动拆词组合，建议校对语序
acorn,1037,acorn,low,自动拆词；需校对未知片段: acorn
hammock,1037,hammock,low,自动拆词；需校对未知片段: hammock
dithering,1036,dithering,low,自动拆词；需校对未知片段: dithering
looking_through_legs,1036,看着视腿,medium,自动拆词组合，建议校对语序
omikuji,1035,omikuji,low,自动拆词；需校对未知片段: omikuji
snow_rabbit,1035,snow兔子,medium,自动拆词；需校对未知片段: snow
swinging,1035,swinging,low,自动拆词；需校对未知片段: swinging
galaxy,1035,galaxy,low,自动拆词；需校对未知片段: galaxy
centauroid,1035,centauroid,low,自动拆词；需校对未知片段: centauroid
holding_branch,1034,拿着branch,medium,自动拆词；需校对未知片段: branch
shorts_around_one_leg,1034,短裤围绕一个腿,medium,自动拆词组合，建议校对语序
ad,1032,ad,low,自动拆词；需校对未知片段: ad
character_age,1032,characterage,low,"自动拆词；需校对未知片段: character, age"
aqua_neckerchief,1032,水色领巾,medium,自动拆词组合，建议校对语序
holding_remote_control,1032,拿着remotecontrol,low,"自动拆词；需校对未知片段: remote, control"
eldritch_abomination,1031,eldritchabomination,low,"自动拆词；需校对未知片段: eldritch, abomination"
nose_ring,1031,鼻子泳圈,medium,自动拆词组合，建议校对语序
through_medium,1030,视媒介,medium,自动拆词组合，建议校对语序
h&k_ump,1029,h&kump,low,"自动拆词；需校对未知片段: h&k, ump"
hair_dryer,1029,头发dryer,medium,自动拆词；需校对未知片段: dryer
super_saiyan_1,1029,supersaiyan1,low,"自动拆词；需校对未知片段: super, saiyan"
jacket_pull,1028,夹克拉,medium,自动拆词组合，建议校对语序
maneki-neko,1027,manekineko,low,"自动拆词；需校对未知片段: maneki, neko"
kissing_penis,1026,亲吻阴茎,medium,自动拆词组合，建议校对语序
bound_together,1025,bound在一起,medium,自动拆词；需校对未知片段: bound
cross-laced_dress,1024,十字蕾丝边连衣裙,medium,自动拆词组合，建议校对语序
credits,1024,credits,low,自动拆词；需校对未知片段: credits
polka_dot_shirt,1024,polka点衬衫,medium,自动拆词；需校对未知片段: polka
infinity_symbol,1024,infinity符号,medium,自动拆词；需校对未知片段: infinity
underbutt,1024,underbutt,low,自动拆词；需校对未知片段: underbutt
underpec,1024,underpec,low,自动拆词；需校对未知片段: underpec
fur_cloak,1024,毛皮斗篷,medium,自动拆词组合，建议校对语序
holding_skull,1023,拿着骷髅,medium,自动拆词组合，建议校对语序
four-leaf_clover_hair_ornament,1022,four叶子clover头发饰品,low,"自动拆词；需校对未知片段: four, clover"
bowlegged_pose,1022,bowlegged姿势,medium,自动拆词；需校对未知片段: bowlegged
deformed,1021,deformed,low,自动拆词；需校对未知片段: deformed
potara_earrings,1021,potara耳环,medium,自动拆词；需校对未知片段: potara
detached_hair,1021,分离式头发,medium,自动拆词组合，建议校对语序
animal_on_arm,1020,动物在手臂,medium,自动拆词组合，建议校对语序
bag_of_chips,1020,包chips,medium,自动拆词；需校对未知片段: chips
grey_leotard,1018,灰色连体衣,medium,自动拆词组合，建议校对语序
messy_room,1017,messyroom,low,"自动拆词；需校对未知片段: messy, room"
glaive_(polearm),1017,glaive（长柄武器）,low,自动拆词；需校对未知片段: glaive
print_necktie,1015,印花领带,medium,自动拆词组合，建议校对语序
shell_necklace,1013,壳项链,medium,自动拆词组合，建议校对语序
head_only,1013,头仅,medium,自动拆词组合，建议校对语序
zora,1013,zora,low,自动拆词；需校对未知片段: zora
ultra_ball,1013,ultra球,medium,自动拆词；需校对未知片段: ultra
height_chart,1011,heightchart,low,"自动拆词；需校对未知片段: height, chart"
holding_sex_toy,1011,拿着性交玩具,medium,自动拆词组合，建议校对语序
cephalopod_eyes,1011,cephalopod眼睛,medium,自动拆词；需校对未知片段: cephalopod
blue_bandana,1011,蓝色bandana,medium,自动拆词；需校对未知片段: bandana
runny_makeup,1011,runnymakeup,low,"自动拆词；需校对未知片段: runny, makeup"
apron_lift,1010,围裙掀起,medium,自动拆词组合，建议校对语序
long_beard,1010,长胡子,medium,自动拆词组合，建议校对语序
orange_belt,1010,橙色腰带,medium,自动拆词组合，建议校对语序
koi,1010,koi,low,自动拆词；需校对未知片段: koi
aurora,1010,aurora,low,自动拆词；需校对未知片段: aurora
white_lily,1008,白色lily,medium,自动拆词；需校对未知片段: lily
kinchaku,1008,kinchaku,low,自动拆词；需校对未知片段: kinchaku
