tag_id,name,category,count,zh_name,zh_name_2,source,confidence,note,donmai_url,api_status,
547463,upper_body,0,595301,上半身,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/upper_body,,
391,panties,0,580171,内裤|短裤|裤袜,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/panties,,
465619,closed_eyes,0,570045,闭上的眼睛,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/closed_eyes,,
89189,yellow_eyes,0,565375,黄色的眼睛,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/yellow_eyes,,
444,swimsuit,0,564464,泳装,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/swimsuit,,
16581,white_hair,0,563701,白发,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/white_hair,,
11429,pink_hair,0,551851,粉红色的头发,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/pink_hair,,
1681,monochrome,0,547787,单色画,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/monochrome,,
16580,grey_hair,0,529760,灰色的头发|白发|银发,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/grey_hair,,
3522,ahoge,0,528662,呆毛,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/ahoge,,
4334,braid,0,525679,麻花辫,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/braid,,
464561,hair_ribbon,0,525639,发绳,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/hair_ribbon,,
16442,purple_hair,0,524002,紫色头发,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/purple_hair,,
1300281,male_focus,0,516211,男性特写,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/male_focus,,
2355,ponytail,0,514797,马尾,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/ponytail,,
8101,ass,0,513666,屁股,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/ass,,
464559,flower,0,512140,花,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/flower,,
11449,weapon,0,506828,武器|兵器,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/weapon,,
390728,multicolored_hair,0,501249,多色的头发,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/multicolored_hair,,
472154,short_sleeves,0,499860,短袖,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/short_sleeves,,
484168,sidelocks,0,484224,披在耳前的发绺,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/sidelocks,,
63,comic,0,474986,漫画,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/comic,,
622137,hetero,0,472134,异性恋,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/hetero,,
2750,heart,0,467808,心|心形|爱心,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/heart,,
3870,thighs,0,465668,大腿,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/thighs,,
384553,:d,0,464842,:d,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/%3Ad,,
374844,hair_bow,0,455229,蝴蝶结发圈,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/hair_bow,,
2363,pantyhose,0,441476,连裤袜|裤袜,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/pantyhose,,
13879,outdoors,0,439693,户外|野战,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/outdoors,,
660909,cowboy_shot,0,438408,七分身镜头,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/cowboy_shot,,
13804,earrings,0,434737,耳环,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/earrings,,
513837,greyscale,0,432002,纯黑白色|黑白照片化,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/greyscale,,
6539,bikini,0,426322,比基尼,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/bikini,,
4569,sweat,0,425602,汗水,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/sweat,,
5403,red_hair,0,424264,红发,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/red_hair,,
2365,nude,0,422321,裸体,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/nude,,
383282,pleated_skirt,0,416655,百褶裙,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/pleated_skirt,,
465265,small_breasts,0,413326,贫乳|娇小的乳房,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/small_breasts,,
194013,frills,0,401738,花边,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/frills,,
2376,hairband,0,397872,发箍,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/hairband,,
664375,parted_lips,0,396122,张开的嘴唇,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/parted_lips,,
4352,censored,0,388593,打码的,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/censored,,
5827,boots,0,384723,长靴,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/boots,,
375669,open_clothes,0,384414,敞开的衣服,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/open_clothes,,
301022,lying,0,380092,躺着的,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/lying,,
2785,horns,0,374048,角|有角的,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/horns,,
6054,teeth,0,370407,牙齿,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/teeth,,
568656,multiple_boys,0,367969,多个男孩,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/multiple_boys,,
2866,wings,0,366146,翅膀,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/wings,,
1575,food,0,362486,食物,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/food,,
384774,necktie,0,360748,领带,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/necktie,,
461042,one_eye_closed,0,359739,闭着一只眼,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/one_eye_closed,,
387884,detached_sleeves,0,358429,分离袖子,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/detached_sleeves,,
406,sky,0,357335,天空,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/sky,,
4190,penis,0,346918,阴茎,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/penis,,
3985,shorts,0,345909,短裤,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/shorts,,
8388,green_hair,0,345032,绿发,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/green_hair,,
1707,japanese_clothes,0,344888,日式服装,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/japanese_clothes,,
8672,shoes,0,343802,鞋子,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/shoes,,
400314,sleeveless,0,341431,无袖,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/sleeveless,,
474820,black_gloves,0,331176,黑色手套,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/black_gloves,,
431446,alternate_costume,0,330775,角色换装,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/alternate_costume,,
478849,collared_shirt,0,321941,翻领衬衫,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/collared_shirt,,
4025,choker,0,320504,项圈,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/choker,,
11826,barefoot,0,316857,裸足,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/barefoot,,
4378,pussy,0,313579,小穴,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/pussy,,
1731,socks,0,309931,袜子,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/socks,,
6532,glasses,0,309385,眼镜|眼镜娘,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/glasses,,
10863,tongue,0,309295,舌头,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/tongue,,
15522,pointy_ears,0,307225,妖精耳,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/pointy_ears,,
931006,solo_focus,0,304477,以单独人物为焦点,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/solo_focus,,
10926,pants,0,303036,裤子,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/pants,,
435324,day,0,294620,白天,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/day,,
1407561,virtual_youtuber,0,287601,虚拟Youtuber|Vtuber,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/virtual_youtuber,,
268819,serafuku,0,285501,水手服,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/serafuku,,
375171,indoors,0,281809,室内,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/indoors,,
581144,puffy_sleeves,0,281250,蓬蓬的袖子,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/puffy_sleeves,,
657955,artist_name,0,280968,作者署名,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/artist_name,,
2646,hairclip,0,280648,发夹,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/hairclip,,
426781,medium_hair,0,273659,中等长发,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/medium_hair,,
9864,belt,0,271864,皮带|腰带,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/belt,,
1793,fang,0,269175,虎牙,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/fang,,
455880,black_thighhighs,0,266928,黑色丝袜,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/black_thighhighs,,
539367,hand_up,0,265393,抬起手,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/hand_up,,
10228,elbow_gloves,0,265300,长手套,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/elbow_gloves,,
9843,midriff,0,258987,腹部,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/midriff,,
410129,looking_back,0,245547,回眸,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/looking_back,,
464549,cloud,0,244228,云,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/cloud,,
474821,white_gloves,0,242027,白手套,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/white_gloves,,
411263,signature,0,238587,签名,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/signature,,
11628,bowtie,0,236148,领结,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/bowtie,,
5948,hood,0,235850,兜帽,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/hood,,
401228,sword,0,235273,剑,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/sword,,
374628,black_skirt,0,233282,黑色短裙,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/black_skirt,,
71730,dark_skin,0,233165,褐色皮肤,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/dark_skin,,
449194,2boys,0,232894,2个男性,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/2boys,,
72,cat_ears,0,232052,猫耳,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/cat_ears,,
537684,blunt_bangs,0,230036,直刘海,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/blunt_bangs,,
400123,hair_flower,0,229731,头发上别着花,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/hair_flower,,
1515536,official_alternate_costume,0,225665,官方换装,官方换装; 新衣装公開,danbooru_api_other_names,medium,api_han_candidates,https://danbooru.donmai.us/wiki_pages/official_alternate_costume,ok,
502710,tongue_out,0,225097,吐舌头,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/tongue_out,,
2357,sex,0,224302,性交,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/sex,,
16252,spread_legs,0,220686,张开腿|M字张腿|桃色蹲姿|V字张腿,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/spread_legs,,
16750,pink_eyes,0,219657,粉红色的眼睛,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/pink_eyes,,
389378,sailor_collar,0,218314,水手领,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/sailor_collar,,
394970,wide_sleeves,0,217852,宽大的袖子,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/wide_sleeves,,
9168,miniskirt,0,216954,迷你裙,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/miniskirt,,
467104,stomach,0,216728,小腹,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/stomach,,
375020,fingerless_gloves,0,215557,无指手套,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/fingerless_gloves,,
1842,cum,0,214632,精液,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/cum,,
401481,on_back,0,214058,仰躺,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/on_back,,
6010,tears,0,212598,眼泪,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/tears,,
659098,black_footwear,0,212435,黑色的鞋,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/black_footwear,,
632214,grey_background,0,211830,灰色背景,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/grey_background,,
399836,3girls,0,210649,3个女性,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/3girls,,
5576,armpits,0,207204,腋下,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/armpits,,
1254363,twitter_username,0,204487,推特用户名,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/twitter_username,,
445,kimono,0,203282,和服,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/kimono,,
14620,white_dress,0,200841,白色连衣裙,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/white_dress,,
670071,holding_weapon,0,199609,手持武器,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/holding_weapon,,
375229,off_shoulder,0,198797,露肩式,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/off_shoulder,,
4068,necklace,0,198325,项链,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/necklace,,
491647,striped_clothes,0,198065,条纹服饰,,danbooru_api_other_names,high,api_single_han_candidate,https://danbooru.donmai.us/wiki_pages/striped_clothes,ok,
454933,hair_bun,0,196126,发髻|团子头,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/hair_bun,,
102962,nail_polish,0,194099,指甲油,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/nail_polish,,
234192,from_behind,0,194007,背影,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/from_behind,,
656624,star_(symbol),0,193728,星形,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/star_%28symbol%29,,
4019,mole,0,193676,痣,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/mole,,
641577,looking_at_another,0,193341,看着另一个,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/looking_at_another,,
1573,water,0,192003,水,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/water,,
399541,hair_over_one_eye,0,191524,头发遮住了一只眼睛,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/hair_over_one_eye,,
4333,bag,0,189775,包,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/bag,,
465583,rabbit_ears,0,189631,兔耳,兔耳; 兎耳,danbooru_api_other_names,medium,api_han_candidates,https://danbooru.donmai.us/wiki_pages/rabbit_ears,ok,
1747,chibi,0,189310,迷你角色,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/chibi,,
87676,orange_hair,0,188757,橙色头发,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/orange_hair,,
6107,blurry,0,186733,模糊的,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/blurry,,
384884,grin,0,184832,露齿笑,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/grin,,
125238,sweatdrop,0,183914,汗珠,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/sweatdrop,,
473983,clothes_lift,0,180831,掀起衣物,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/clothes_lift,,
39127,black_dress,0,180427,黑色连衣裙,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/black_dress,,
3198,scarf,0,180052,围巾,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/scarf,,
6346,cape,0,179107,披风,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/cape,,
375002,white_thighhighs,0,177995,白色丝袜,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/white_thighhighs,,
13199,black_eyes,0,177620,黑色眼睛,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/black_eyes,,
413564,two-tone_hair,0,177573,双色头发,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/two-tone_hair,,
590165,english_text,0,176369,英语,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/english_text,,
440465,speech_bubble,0,174933,对话框|会话气泡,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/speech_bubble,,
719985,streaked_hair,0,174249,有其他颜色条纹的头发,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/streaked_hair,,
3796,bra,0,174110,胸罩,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/bra,,
261,yuri,0,173747,百合,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/yuri,,
4659,armor,0,173212,盔甲,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/armor,,
393959,huge_breasts,0,172931,爆乳,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/huge_breasts,,
6176,vest,0,172325,背心,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/vest,,
379615,open_jacket,0,172212,敞开的夹克,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/open_jacket,,
4010,halo,0,171236,天使光环,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/halo,,
511141,from_side,0,170900,角色的侧面,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/from_side,,
273,apron,0,170846,围裙,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/apron,,
682673,mosaic_censoring,0,168821,打了马赛克,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/mosaic_censoring,,
2060,feet,0,168107,脚,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/feet,,
470807,red_bow,0,167752,红色蝴蝶结,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/red_bow,,
475187,arm_up,0,167695,举着手,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/arm_up,,
374791,white_panties,0,165931,白色内裤,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/white_panties,,
6295,leotard,0,164592,紧身连身衣裤|芭蕾服,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/leotard,,
510962,character_name,0,164580,含角色名,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/character_name,,
5569,coat,0,164331,外套,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/coat,,
547860,black_jacket,0,164106,黑色夹克,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/black_jacket,,
10484,vaginal,0,163514,阴道,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/vaginal,,
9882,high_heels,0,163428,高跟鞋,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/high_heels,,
14599,:o,0,161509,:o,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/%3Ao,,
4052,collar,0,157883,项圈,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/collar,,
399827,arms_up,0,157778,举起手,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/arms_up,,
3477,sweater,0,157546,毛衣,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/sweater,,
11904,bracelet,0,155007,手镯,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/bracelet,,
490655,blue_sky,0,153281,蓝天,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/blue_sky,,
378032,flat_chest,0,153112,平胸|贫乳,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/flat_chest,,
52138,twin_braids,0,153036,两条辫子,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/twin_braids,,
560958,dated,0,152997,付上日期的,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/dated,,
4152,uniform,0,151209,制服,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/uniform,,
381629,side_ponytail,0,150003,侧马尾,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/side_ponytail,,
1486996,animal_ear_fluff,0,148687,耳绒毛,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/animal_ear_fluff,,
390401,red_ribbon,0,148072,红色丝带,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/red_ribbon,,
395321,crop_top,0,147956,露腹短上衣,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/crop_top,,
464553,cup,0,147196,杯子,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/cup,,
89368,aqua_eyes,0,146831,水蓝色眼睛,,dictionary01,high,,https://danbooru.donmai.us/wiki_pages/aqua_eyes,,
633894,dark-skinned_female,0,146761,黑褐色女性; 褐色娘,黑褐色女性; 褐色娘,danbooru_api_other_names,medium,api_han_candidates,https://danbooru.donmai.us/wiki_pages/dark-skinned_female,ok,
